Date : 2025-07-29 21:53:49
Directory : c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion
Total : 268 files,  44702 codes, 6984 comments, 6017 blanks, all 57703 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\loading-spinner.tsx                  | TypeScript JSX     |          7 |          0 |          2 |          9 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\login-form.tsx                       | TypeScript JSX     |        205 |          5 |          8 |        218 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\overall-progress-chart.tsx           | TypeScript JSX     |         60 |          0 |          8 |         68 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\performance-summary.tsx              | TypeScript JSX     |         96 |          2 |          9 |        107 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\phase2-auth-test.tsx                 | TypeScript JSX     |        297 |         18 |         31 |        346 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\signup-form.tsx                      | TypeScript JSX     |        158 |          4 |          8 |        170 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\step2-auth-test.tsx                  | TypeScript JSX     |        134 |         14 |         16 |        164 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\task-list.tsx                        | TypeScript JSX     |        318 |         24 |         44 |        386 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\theme-provider.tsx                   | TypeScript JSX     |          7 |          0 |          3 |         10 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\theme-toggle.tsx                     | TypeScript JSX     |         36 |          0 |          5 |         41 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\accordion.tsx                     | TypeScript JSX     |         50 |          0 |          9 |         59 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\alert-dialog.tsx                  | TypeScript JSX     |        127 |          0 |         15 |        142 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\alert.tsx                         | TypeScript JSX     |         53 |          0 |          7 |         60 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\avatar.tsx                        | TypeScript JSX     |         44 |          0 |          7 |         51 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\badge.tsx                         | TypeScript JSX     |         31 |          0 |          6 |         37 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\button.tsx                        | TypeScript JSX     |         51 |          0 |          6 |         57 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\calendar.tsx                      | TypeScript JSX     |         65 |          0 |          6 |         71 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\card.tsx                          | TypeScript JSX     |         71 |          0 |          9 |         80 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\carousel.tsx                      | TypeScript JSX     |        232 |          0 |         31 |        263 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\chart.tsx                         | TypeScript JSX     |        327 |          2 |         37 |        366 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\checkbox.tsx                      | TypeScript JSX     |         26 |          0 |          5 |         31 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\collapsible.tsx                   | TypeScript JSX     |          6 |          0 |          6 |         12 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\dialog.tsx                        | TypeScript JSX     |        109 |          0 |         14 |        123 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\dropdown-menu.tsx                 | TypeScript JSX     |        182 |          0 |         19 |        201 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\form.tsx                          | TypeScript JSX     |        153 |          0 |         26 |        179 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\input.tsx                         | TypeScript JSX     |         19 |          0 |          4 |         23 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\label.tsx                         | TypeScript JSX     |         21 |          0 |          6 |         27 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\menubar.tsx                       | TypeScript JSX     |        237 |          0 |         20 |        257 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\popover.tsx                       | TypeScript JSX     |         25 |          0 |          7 |         32 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\progress.tsx                      | TypeScript JSX     |         24 |          0 |          5 |         29 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\radio-group.tsx                   | TypeScript JSX     |         39 |          0 |          6 |         45 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\scroll-area.tsx                   | TypeScript JSX     |         43 |          0 |          6 |         49 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\select.tsx                        | TypeScript JSX     |        146 |          0 |         15 |        161 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\separator.tsx                     | TypeScript JSX     |         27 |          0 |          5 |         32 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\sheet.tsx                         | TypeScript JSX     |        125 |          0 |         16 |        141 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\sidebar.tsx                       | TypeScript JSX     |        697 |         12 |         55 |        764 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\skeleton.tsx                      | TypeScript JSX     |         13 |          0 |          3 |         16 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\slider.tsx                        | TypeScript JSX     |         24 |          0 |          5 |         29 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\switch.tsx                        | TypeScript JSX     |         25 |          0 |          5 |         30 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\table.tsx                         | TypeScript JSX     |        107 |          0 |         11 |        118 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\tabs.tsx                          | TypeScript JSX     |         48 |          0 |          8 |         56 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\textarea.tsx                      | TypeScript JSX     |         18 |          0 |          4 |         22 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\toast.tsx                         | TypeScript JSX     |        118 |          0 |         14 |        132 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\toaster.tsx                       | TypeScript JSX     |         32 |          0 |          4 |         36 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\tooltip.tsx                       | TypeScript JSX     |         23 |          0 |          8 |         31 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\context\app-provider.tsx                        | TypeScript JSX     |        295 |         34 |         48 |        377 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\context\enhanced-app-provider.tsx               | TypeScript JSX     |        357 |         39 |         58 |        454 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\data\seed.ts                                    | TypeScript         |         93 |          1 |          6 |        100 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\hooks\use-local-storage.ts                      | TypeScript         |         28 |          5 |          6 |         39 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\hooks\use-mobile.tsx                            | TypeScript JSX     |         15 |          0 |          5 |         20 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\hooks\use-toast.ts                              | TypeScript         |        162 |          3 |         32 |        197 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\hooks\useAuthenticationGuard.ts                 | TypeScript         |        363 |         69 |         82 |        514 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\hooks\useUserRole.ts                            | TypeScript         |         37 |         30 |          9 |         76 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\i18n.ts                                         | TypeScript         |         14 |          2 |          5 |         21 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\api.ts                                      | TypeScript         |         39 |          5 |          5 |         49 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\api\scoreService.ts                         | TypeScript         |        274 |         60 |         43 |        377 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\api\smartApiClient.ts                       | TypeScript         |          0 |          0 |          1 |          1 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\api\useSmartApi.ts                          | TypeScript         |          0 |          0 |          1 |          1 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\auth\INTEGRATION_GUIDE.md                   | Markdown           |        312 |          0 |         81 |        393 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\auth\cookieService.ts                       | TypeScript         |        142 |         39 |         26 |        207 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\auth\debug-cookies.ts                       | TypeScript         |        145 |         18 |         28 |        191 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\auth\fetchWithAuth.examples.ts              | TypeScript         |        323 |        102 |         66 |        491 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\auth\fetchWithAuth.test.ts                  | TypeScript         |         55 |        162 |         15 |        232 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\auth\fetchWithAuth.ts                       | TypeScript         |        428 |         88 |         55 |        571 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\auth\jwt\README.md                          | Markdown           |        172 |          0 |         68 |        240 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\auth\jwt\jwt.ts                             | TypeScript         |         50 |          0 |          7 |         57 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\auth\jwt\refreshApiAdapter.ts               | TypeScript         |        198 |         39 |         37 |        274 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\auth\jwt\refreshTokenService.ts             | TypeScript         |         75 |         18 |         15 |        108 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\auth\jwt\usageExamples.ts                   | TypeScript         |        147 |         61 |         32 |        240 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\auth\loginService.ts                        | TypeScript         |         18 |          3 |          5 |         26 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\auth\rateLimiter.ts                         | TypeScript         |        223 |         65 |         39 |        327 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\auth\requireAuth.ts                         | TypeScript         |         55 |          6 |          9 |         70 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\auth\security-test.ts                       | TypeScript         |        140 |         22 |         17 |        179 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\auth\signupService.ts                       | TypeScript         |        333 |         62 |         46 |        441 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\completionDateService.ts                    | TypeScript         |         51 |          5 |          2 |         58 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\dev\environmentUtils.ts                     | TypeScript         |        248 |         35 |         39 |        322 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\getAllTasksService.ts                       | TypeScript         |        167 |         30 |         25 |        222 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\middleware\rateLimitMiddleware.ts           | TypeScript         |        279 |         50 |         39 |        368 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\navigation.ts                               | TypeScript         |         10 |          2 |          1 |         13 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\prismaClient.ts                             | TypeScript         |         10 |          0 |          5 |         15 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\redis.ts                                    | TypeScript         |          8 |          0 |          3 |         11 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\scoreService.ts                             | TypeScript         |        353 |         68 |         53 |        474 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\security\apiWrapper.ts                      | TypeScript         |        384 |         67 |         44 |        495 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\security\inputValidator.ts                  | TypeScript         |        160 |         37 |         33 |        230 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\security\rateLimitManager.ts                | TypeScript         |        502 |         42 |         52 |        596 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\security\roleValidation.ts                  | TypeScript         |        134 |         52 |         26 |        212 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\security\secureEndpoint.ts                  | TypeScript         |        429 |         27 |         55 |        511 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\security\securityMiddleware.ts              | TypeScript         |        164 |          9 |         23 |        196 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\utils.ts                                    | TypeScript         |        347 |         62 |         55 |        464 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\messages\ar.json                                | JSON               |        130 |          0 |          1 |        131 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\messages\en.json                                | JSON               |        130 |          0 |          1 |        131 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\middleware-with-refresh.ts                      | TypeScript         |        205 |         31 |         37 |        273 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\middleware.ts                                   | TypeScript         |        222 |         33 |         39 |        294 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\schemas\auth\login.schema.ts                    | TypeScript         |          5 |          0 |          2 |          7 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\schemas\auth\signup.schema.ts                   | TypeScript         |         22 |          1 |          6 |         29 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\types\index.ts                                  | TypeScript         |         86 |          0 |         16 |        102 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\tailwind.config.ts                                  | TypeScript         |        106 |          1 |          2 |        109 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\test-addtask-fetchauth.js                           | JavaScript         |        171 |         15 |         30 |        216 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\test-admin-error-handling-improvements.js           | JavaScript         |        163 |         58 |         22 |        243 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\test-admin-only-access-control.js                   | JavaScript         |        165 |         11 |         26 |        202 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\test-auth-flow.js                                   | JavaScript         |         67 |         14 |         16 |         97 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\test-auto-login-fix.html                            | HTML               |        267 |          0 |         29 |        296 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\test-complete-auth-flow.js                          | JavaScript         |        248 |         50 |         44 |        342 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\test-complete-auth.js                               | JavaScript         |        100 |         13 |         18 |        131 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\test-complete-refresh-flow.html                     | HTML               |        531 |          0 |         59 |        590 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\test-complete-refresh-flow.js                       | JavaScript         |        153 |         19 |         26 |        198 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\test-cookie-fix.js                                  | JavaScript         |         55 |          9 |         11 |         75 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\test-cookie-security.js                             | JavaScript         |        119 |         15 |         27 |        161 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\test-enhanced-app-provider-compatibility.js         | JavaScript         |        242 |         17 |         40 |        299 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\test-enhanced-signup.html                           | HTML               |        563 |          0 |         64 |        627 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\test-enterprise-architecture-complete.js            | JavaScript         |        348 |         46 |         69 |        463 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\test-fetchWithAuth-flow.js                          | JavaScript         |         55 |          8 |         11 |         74 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\test-get-all-tasks-endpoint.js                      | JavaScript         |        300 |         51 |         51 |        402 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\test-jwt.js                                         | JavaScript         |         18 |          3 |          6 |         27 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\test-logout-endpoint.html                           | HTML               |        190 |          0 |         18 |        208 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\test-phase2-integration.js                          | JavaScript         |         71 |         20 |         22 |        113 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\test-quick-login.js                                 | JavaScript         |         53 |         11 |         14 |         78 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\test-real-endpoint-integration.js                   | JavaScript         |        133 |         14 |         25 |        172 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\test-refresh-endpoint.html                          | HTML               |        267 |          0 |         26 |        293 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\test-role-based-access-control.js                   | JavaScript         |        176 |         14 |         27 |        217 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\test-score-adjustments-vs-total.js                  | JavaScript         |        103 |         11 |         22 |        136 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\test-score-endpoints.js                             | JavaScript         |        396 |         62 |         70 |        528 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\test-score-fetching.html                            | HTML               |        252 |          0 |         27 |        279 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\test-score-fetching.js                              | JavaScript         |         96 |         13 |         19 |        128 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\test-step1-token-status.js                          | JavaScript         |         53 |          7 |         11 |         71 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\test-step2-validation.js                            | JavaScript         |         44 |          8 |         11 |         63 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\test-task-completion-endpoints.js                   | JavaScript         |        332 |         56 |         56 |        444 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\test-token-deletion-recovery.js                     | JavaScript         |         61 |         34 |         17 |        112 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\test-token-refresh-flow.js                          | JavaScript         |         85 |          9 |         15 |        109 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\test-token-refresh.html                             | HTML               |          0 |          0 |          1 |          1 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\test-token-status-endpoint.js                       | JavaScript         |        230 |         52 |         46 |        328 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\tsconfig.json                                       | JSON with Comments |         27 |          0 |          1 |         28 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\vercel.json                                         | JSON               |          9 |          0 |          1 |         10 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\why-secure-cookie-clearing.js                       | JavaScript         |         88 |          5 |          5 |         98 |
| Total                                                                                                          |                    |     44,702 |      6,984 |      6,017 |     57,703 |
+----------------------------------------------------------------------------------------------------------------+--------------------+------------+------------+------------+------------+
