Date : 2025-08-11 16:03:37
Directory : c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion
Total : 364 files,  68791 codes, 9615 comments, 9647 blanks, all 88053 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\phase2-integration-complete.js                          | JavaScript         |         25 |        141 |         13 |        179 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\postcss.config.cjs                                      | JavaScript         |          6 |          0 |          1 |          7 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\public\file.svg                                         | XML                |          1 |          0 |          0 |          1 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\public\globe.svg                                        | XML                |          1 |          0 |          0 |          1 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\public\next.svg                                         | XML                |          1 |          0 |          0 |          1 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\public\vercel.svg                                       | XML                |          1 |          0 |          0 |          1 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\public\window.svg                                       | XML                |          1 |          0 |          0 |          1 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\redis-test.js                                           | JavaScript         |         21 |          4 |          7 |         32 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\ai\dev.ts                                           | TypeScript         |          0 |          1 |          1 |          2 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\ai\genkit.ts                                        | TypeScript         |          6 |          0 |          2 |          8 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\app\[locale]\archive\page.tsx                       | TypeScript JSX     |         13 |          0 |          8 |         21 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\app\[locale]\badges\page.tsx                        | TypeScript JSX     |         23 |          1 |          3 |         27 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\app\[locale]\layout.tsx                             | TypeScript JSX     |        129 |         13 |         24 |        166 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\app\[locale]\leaderboard\page.tsx                   | TypeScript JSX     |         23 |          0 |          3 |         26 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\app\[locale]\login\page.tsx                         | TypeScript JSX     |         10 |          0 |          3 |         13 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\app\[locale]\page.tsx                               | TypeScript JSX     |         12 |          0 |         10 |         22 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\app\[locale]\phase2-test\page.tsx                   | TypeScript JSX     |         10 |          6 |          3 |         19 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\app\[locale]\signup\page.tsx                        | TypeScript JSX     |         64 |          1 |          8 |         73 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\app\[locale]\simple-login\page.tsx                  | TypeScript JSX     |         61 |          0 |          4 |         65 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\app\[locale]\test-auth\page.tsx                     | TypeScript JSX     |          4 |          7 |          3 |         14 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\app\[locale]\test\page.tsx                          | TypeScript JSX     |         21 |          0 |          2 |         23 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\app\api\AddTask\route.ts                            | TypeScript         |         89 |         11 |         12 |        112 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\app\api\AdjustScore\route.ts                        | TypeScript         |        144 |         15 |         15 |        174 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\app\api\AdjustScore\secure-route.ts                 | TypeScript         |        330 |         57 |         53 |        440 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\app\api\ConfirmCompletion\route.ts                  | TypeScript         |        132 |         34 |         16 |        182 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\app\api\ConfirmResetCompletion\route.ts             | TypeScript         |         97 |          4 |         11 |        112 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\app\api\GetAllTasks\route.ts                        | TypeScript         |        103 |         27 |         13 |        143 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\app\api\InitiateCompletion\route.ts                 | TypeScript         |        168 |         35 |         20 |        223 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\app\api\InternalCompletionResetTrigger\route.ts     | TypeScript         |         36 |          2 |          9 |         47 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\app\api\ResetCompletionScanning\route.ts            | TypeScript         |         95 |         28 |         18 |        141 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\app\api\auth\login\route.ts                         | TypeScript         |        104 |         11 |         12 |        127 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\app\api\auth\logout\route.ts                        | TypeScript         |        220 |         25 |         30 |        275 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\app\api\auth\refresh\route.ts                       | TypeScript         |        129 |         22 |         12 |        163 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\app\api\auth\signup\route.ts                        | TypeScript         |        124 |         20 |         15 |        159 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\app\api\auth\token-status\route.ts                  | TypeScript         |        172 |         33 |         17 |        222 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\app\api\auth\user-info\route.ts                     | TypeScript         |         58 |         20 |         10 |         88 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\app\api\debug\auth-test\route.ts                    | TypeScript         |         66 |          6 |          8 |         80 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\app\api\debug\redis\route.ts                        | TypeScript         |         89 |         16 |         10 |        115 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\app\api\debug\refresh\route.ts                      | TypeScript         |        124 |          8 |         15 |        147 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\app\api\debug\route.ts                              | TypeScript         |        209 |          6 |         26 |        241 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\app\api\debug\user-info\route.ts                    | TypeScript         |         22 |          1 |          2 |         25 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\app\api\kv\route.ts                                 | TypeScript         |         13 |          0 |          3 |         16 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\app\api\leaderboard\route.ts                        | TypeScript         |        376 |         53 |         42 |        471 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\app\api\score\[userId]\route.ts                     | TypeScript         |        147 |         31 |         18 |        196 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\app\api\score\[userId]\scoreLog\route.ts            | TypeScript         |        220 |         33 |         24 |        277 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\app\api\test-badges\route.ts                        | TypeScript         |         39 |          8 |         12 |         59 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\app\archive\page.tsx                                | TypeScript JSX     |          4 |          0 |          2 |          6 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\app\debug\redis\page.tsx                            | TypeScript JSX     |        177 |          1 |         15 |        193 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\app\globals.css                                     | PostCSS            |        189 |         19 |         21 |        229 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\app\layout.tsx                                      | TypeScript JSX     |         44 |         20 |          3 |         67 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\app\page.tsx                                        | TypeScript JSX     |          4 |          0 |          2 |          6 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\app\test-auth\page.tsx                              | TypeScript JSX     |          0 |          0 |          1 |          1 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\__tests__\archive-main.test.tsx          | TypeScript JSX     |        263 |         22 |         47 |        332 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\__tests__\archive-table-simple.test.tsx  | TypeScript JSX     |         98 |         15 |         20 |        133 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\__tests__\archive-table.test.tsx         | TypeScript JSX     |        195 |         22 |         38 |        255 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\add-task-dialog.tsx                      | TypeScript JSX     |        233 |          8 |         22 |        263 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\archive-main.tsx                         | TypeScript JSX     |        189 |         13 |         22 |        224 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\archive-table.tsx                        | TypeScript JSX     |        470 |         20 |         24 |        514 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\auth-guard-example.tsx                   | TypeScript JSX     |        216 |         29 |         33 |        278 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\auth-wrapper.tsx                         | TypeScript JSX     |        112 |         15 |         25 |        152 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\conditional-app-provider.tsx             | TypeScript JSX     |         49 |          5 |         11 |         65 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\dashboard.tsx                            | TypeScript JSX     |        318 |         13 |         22 |        353 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\enhanced-archive.tsx                     | TypeScript JSX     |        316 |         34 |         40 |        390 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\enhanced-leaderboard.tsx                 | TypeScript JSX     |        284 |         25 |         27 |        336 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\enhanced-member-card.tsx                 | TypeScript JSX     |        184 |         27 |         21 |        232 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\header.tsx                               | TypeScript JSX     |        221 |         19 |         23 |        263 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\language-switcher.tsx                    | TypeScript JSX     |         49 |          0 |          5 |         54 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\leaderboard-clean.tsx                    | TypeScript JSX     |         30 |          1 |          6 |         37 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\leaderboard.tsx                          | TypeScript JSX     |        796 |         42 |         67 |        905 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\loading-spinner.tsx                      | TypeScript JSX     |          7 |          0 |          2 |          9 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\login-form.tsx                           | TypeScript JSX     |        236 |         16 |         19 |        271 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\login-page-client.tsx                    | TypeScript JSX     |        222 |         17 |         22 |        261 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\overall-progress-chart.tsx               | TypeScript JSX     |         60 |          0 |          8 |         68 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\pages\BadgePage.tsx                      | TypeScript JSX     |        406 |         35 |         35 |        476 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\performance-summary.tsx                  | TypeScript JSX     |        116 |          4 |         10 |        130 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\phase2-auth-test.tsx                     | TypeScript JSX     |        297 |         18 |         31 |        346 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\responsive-archive-table.tsx             | TypeScript JSX     |          0 |          0 |          1 |          1 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\signup-form.tsx                          | TypeScript JSX     |        158 |          4 |          8 |        170 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\step2-auth-test.tsx                      | TypeScript JSX     |        134 |         14 |         16 |        164 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\task-list.tsx                            | TypeScript JSX     |        342 |         26 |         45 |        413 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\theme-provider.tsx                       | TypeScript JSX     |          7 |          0 |          3 |         10 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\theme-toggle.tsx                         | TypeScript JSX     |         64 |          0 |          5 |         69 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\__tests__\last-updated.test.tsx       | TypeScript JSX     |        228 |          5 |         48 |        281 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\__tests__\soon-badge.test.tsx         | TypeScript JSX     |         99 |          2 |         24 |        125 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\accordion.tsx                         | TypeScript JSX     |         50 |          0 |          9 |         59 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\alert-dialog.tsx                      | TypeScript JSX     |        127 |          0 |         15 |        142 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\alert.tsx                             | TypeScript JSX     |         53 |          0 |          7 |         60 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\avatar.tsx                            | TypeScript JSX     |         44 |          0 |          7 |         51 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\badge-display.tsx                     | TypeScript JSX     |        453 |         36 |         41 |        530 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\badge.tsx                             | TypeScript JSX     |         31 |          0 |          6 |         37 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\button.tsx                            | TypeScript JSX     |         51 |          0 |          6 |         57 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\calendar.tsx                          | TypeScript JSX     |         65 |          0 |          6 |         71 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\card.tsx                              | TypeScript JSX     |         71 |          0 |          9 |         80 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\carousel.tsx                          | TypeScript JSX     |        232 |          0 |         31 |        263 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\chart.tsx                             | TypeScript JSX     |        327 |          2 |         37 |        366 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\checkbox.tsx                          | TypeScript JSX     |         26 |          0 |          5 |         31 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\collapsible.tsx                       | TypeScript JSX     |          6 |          0 |          6 |         12 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\dialog.tsx                            | TypeScript JSX     |        109 |          0 |         14 |        123 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\dropdown-menu.tsx                     | TypeScript JSX     |        201 |         21 |         19 |        241 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\form.tsx                              | TypeScript JSX     |        153 |          0 |         26 |        179 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\input.tsx                             | TypeScript JSX     |         19 |          0 |          4 |         23 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\label.tsx                             | TypeScript JSX     |         21 |          0 |          6 |         27 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\last-updated.stories.tsx              | TypeScript JSX     |        245 |         12 |         15 |        272 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\last-updated.tsx                      | TypeScript JSX     |         85 |         43 |         14 |        142 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\menubar.tsx                           | TypeScript JSX     |        237 |          0 |         20 |        257 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\popover.tsx                           | TypeScript JSX     |         25 |          0 |          7 |         32 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\progress.tsx                          | TypeScript JSX     |         51 |          2 |          6 |         59 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\radio-group.tsx                       | TypeScript JSX     |         39 |          0 |          6 |         45 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\scroll-area.tsx                       | TypeScript JSX     |         43 |          0 |          6 |         49 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\select.tsx                            | TypeScript JSX     |        146 |          0 |         15 |        161 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\separator.tsx                         | TypeScript JSX     |         27 |          0 |          5 |         32 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\sheet.tsx                             | TypeScript JSX     |        125 |          0 |         16 |        141 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\sidebar.tsx                           | TypeScript JSX     |        697 |         12 |         55 |        764 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\skeleton.tsx                          | TypeScript JSX     |         13 |          0 |          3 |         16 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\slider.tsx                            | TypeScript JSX     |         24 |          0 |          5 |         29 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\soon-badge.stories.tsx                | TypeScript JSX     |        335 |          1 |         14 |        350 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\soon-badge.tsx                        | TypeScript JSX     |        195 |         63 |         36 |        294 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\switch.tsx                            | TypeScript JSX     |         25 |          0 |          5 |         30 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\table.tsx                             | TypeScript JSX     |        107 |          0 |         11 |        118 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\tabs.tsx                              | TypeScript JSX     |         48 |          0 |          8 |         56 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\textarea.tsx                          | TypeScript JSX     |         18 |          0 |          4 |         22 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\toast.tsx                             | TypeScript JSX     |        118 |          0 |         14 |        132 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\toaster.tsx                           | TypeScript JSX     |         32 |          0 |          4 |         36 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\components\ui\tooltip.tsx                           | TypeScript JSX     |         23 |          0 |          8 |         31 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\context\app-provider.tsx                            | TypeScript JSX     |        312 |         35 |         51 |        398 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\context\enhanced-app-provider.tsx                   | TypeScript JSX     |        357 |         39 |         58 |        454 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\data\seed.ts                                        | TypeScript         |         93 |          1 |          6 |        100 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\hooks\use-local-storage.ts                          | TypeScript         |         28 |          5 |          6 |         39 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\hooks\use-mobile.tsx                                | TypeScript JSX     |         15 |          3 |          5 |         23 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\hooks\use-toast.ts                                  | TypeScript         |        162 |          3 |         32 |        197 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\hooks\useAuthenticationGuard.ts                     | TypeScript         |        380 |         76 |         87 |        543 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\hooks\useBadges.ts                                  | TypeScript         |        312 |         37 |         56 |        405 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\hooks\useScoreSync.ts                               | TypeScript         |        159 |         46 |         36 |        241 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\hooks\useUserRole.ts                                | TypeScript         |         37 |         30 |          9 |         76 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\i18n.ts                                             | TypeScript         |         14 |          2 |          5 |         21 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\api-client.ts                                   | TypeScript         |        138 |         13 |         24 |        175 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\api.ts                                          | TypeScript         |         55 |          6 |          6 |         67 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\api\client.ts                                   | TypeScript         |        630 |        115 |         98 |        843 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\api\scoreService.ts                             | TypeScript         |        274 |         60 |         43 |        377 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\api\smartApiClient.ts                           | TypeScript         |          0 |          0 |          1 |          1 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\api\useSmartApi.ts                              | TypeScript         |          0 |          0 |          1 |          1 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\auth\INTEGRATION_GUIDE.md                       | Markdown           |        312 |          0 |         81 |        393 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\auth\cookieService.ts                           | TypeScript         |        142 |         39 |         26 |        207 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\auth\debug-cookies.ts                           | TypeScript         |        145 |         18 |         28 |        191 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\auth\fetchWithAuth.examples.ts                  | TypeScript         |        323 |        102 |         66 |        491 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\auth\fetchWithAuth.test.ts                      | TypeScript         |         55 |        162 |         15 |        232 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\auth\fetchWithAuth.ts                           | TypeScript         |        428 |         88 |         55 |        571 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\auth\jwt\README.md                              | Markdown           |        172 |          0 |         68 |        240 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\auth\jwt\jwt.ts                                 | TypeScript         |         50 |          0 |          7 |         57 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\auth\jwt\refreshApiAdapter.ts                   | TypeScript         |        198 |         39 |         37 |        274 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\auth\jwt\refreshTokenService.ts                 | TypeScript         |         75 |         18 |         15 |        108 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\auth\jwt\usageExamples.ts                       | TypeScript         |        147 |         61 |         32 |        240 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\auth\loginService.ts                            | TypeScript         |         18 |          3 |          5 |         26 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\auth\rateLimiter.ts                             | TypeScript         |        223 |         65 |         39 |        327 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\auth\requireAuth.ts                             | TypeScript         |         55 |          6 |          9 |         70 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\auth\security-test.ts                           | TypeScript         |        140 |         22 |         17 |        179 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\auth\signupService.ts                           | TypeScript         |        333 |         62 |         46 |        441 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\completionDateCache.ts                          | TypeScript         |        133 |         40 |         25 |        198 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\completionDateService.ts                        | TypeScript         |        114 |         19 |         21 |        154 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\config\environment.ts                           | TypeScript         |          0 |          0 |          1 |          1 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\database\user-repository.ts                     | TypeScript         |        395 |         99 |         46 |        540 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\design-system\colors.ts                         | TypeScript         |        201 |         17 |         20 |        238 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\design-system\responsive-archive.ts             | TypeScript         |        186 |         44 |         42 |        272 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\design-system\theme-utils.ts                    | TypeScript         |        291 |         15 |         16 |        322 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\dev\environmentUtils.ts                         | TypeScript         |        248 |         35 |         39 |        322 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\gamification\badge-definitions.ts               | TypeScript         |        622 |         34 |         24 |        680 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\gamification\badge-service.ts                   | TypeScript         |        448 |         62 |         75 |        585 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\gamification\mock-badge-service.ts              | TypeScript         |        285 |         32 |         35 |        352 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\getAllScoresService.ts                          | TypeScript         |          0 |          0 |          1 |          1 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\getAllTasksService.ts                           | TypeScript         |        170 |         30 |         25 |        225 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\middleware\rateLimitMiddleware.ts               | TypeScript         |        279 |         50 |         39 |        368 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\navigation.ts                                   | TypeScript         |         10 |          2 |          1 |         13 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\prismaClient.ts                                 | TypeScript         |         10 |          0 |          5 |         15 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\redis.ts                                        | TypeScript         |        211 |         13 |         15 |        239 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\redis\key-manager.ts                            | TypeScript         |        465 |        148 |         80 |        693 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\redis\operations.ts                             | TypeScript         |        458 |        105 |         68 |        631 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\scoreService.ts                                 | TypeScript         |        353 |         68 |         53 |        474 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\security\apiWrapper.ts                          | TypeScript         |        384 |         67 |         44 |        495 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\security\index.ts                               | TypeScript         |        270 |        124 |         48 |        442 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\security\inputValidator.ts                      | TypeScript         |        160 |         37 |         33 |        230 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\security\rateLimitManager.ts                    | TypeScript         |        502 |         42 |         52 |        596 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\security\roleValidation.ts                      | TypeScript         |        134 |         52 |         26 |        212 |
| c:\Users\dell\WebstormProjects\ChoreChampion\chorechampion\src\lib\security\secureEndpoint.ts                      | TypeScript         |        429 |         27 |         55 |        511 |
